id,question_id,content
A1101,T1101,從圖中「重新組織」、「用自己的方式說出來」與 「貨真價實的知識」等關鍵詞句可知答案選(D)。
A1102,T1102,(A)杏林之光：通常用於醫院開業的題辭。相傳三國吳人董奉 隱居廬山，為人治病不收錢，只要求治癒者種植杏樹，數 年後竟植成十餘萬株，形成一片杏林。後以「杏林」指醫 學界，故答案選(A)。 (B)近悅遠來：原指施政者得民心，讓遠、近的人心悅誠服， 願意前來歸附。後多用於祝賀商場或餐廳等開業。 (C)眾望所歸：深得眾人擁護、愛戴。通常用於祝賀人競選獲 勝的題辭。 (D)桃李芬芳：形容所培育的後學表現傑出，人才輩出。用於 對教育界或教育人士的褒揚題辭。
A1103,T1103,引文內容敘述原住民服飾受不同文化而產生變化，而引文後半 段則強調原住民服飾融合不同文化而產生「混搭法」，故答案 選(A)。 (B)原住民傳統文化仍被保留在服飾文化之中。 (C)原住民穿著文化受漢人與日本人之影響。 (D)文中未提及透過觀察服飾以了解文化差異。
A1104,T1104,「金文」字體與甲骨文相似，字形結構還沒固定， 象形字還具有圖畫性質。「小篆」的筆畫圓勻、粗 細一致。「隸書」由圓轉綿長的線條演變為平直方 折的筆畫，筆畫尾部有波勢挑法。「楷書」主要在 去掉隸書筆畫尾部挑法，因此筆畫平直，結構方 正。故答案選(B)。
A1105,T1105,從文中關鍵句「賭客難以意識到自己正不斷輸錢」 可知答案選(D)。
A1106,T1106,(A)「東道主」用以泛稱接待或宴請賓客的主人，故法國為主 辦國。(B)從「逆轉」一詞可知我國轉輸為贏。(C)「爆冷門」指在競賽中出乎意料地獲得優勝，由此可知各界原先不看好波多黎各選手奪金，故答案選(C)。(D)從「輕取」兩字可知我國女將「大勝」哥倫比亞。
A1107,T1107,(A)甲處語意尚未完結，應用「，」。 (B)乙處語意尚未完結，應用「，」。 (C)丙處語意已完結，且後面語意有轉變，因此用「。」，故 答案選(C)。 (D)丁處用於表達反詰之語氣，應用「？」。
A1108,T1108,(A)門人並非買錯硯臺，而是自作主張請石匠將硯臺微凸之處 磨平。 (B)陸公惋惜的是硯眼被磨平，而非石匠技藝不佳。 (C)門人不知陸公賞識硯臺的真正原因，因此自作聰明請人磨 平硯眼。故答案選(C)。 (D)陸公是對門人買回的硯臺不具有硯眼而感到驚訝。 出 處：馮夢龍《古今譚概•硯眼》。 語 譯：陸公（陸廬峯）曾在市集上遇到一塊上好的硯臺， 議價但沒有到滿意的價格。已經回到府邸之後，派 遣僕人前往，用一兩銀子把硯臺買回來。僕人拿著 硯臺回來，陸公覺得它不像在市集所看到的硯臺而 感到驚訝。僕人堅持說就是這個硯臺。陸公解釋： 「先前的硯臺有個八哥眼，為什麼現在沒有了？」 僕人回答說：「我嫌這硯眼有一點凸起，路上正好 遇見石匠，就叫他磨平。」陸公感到十分
A1109,T1109,從文中「希望被注意」以及「那些被窺視的人，既 然知道鏡頭在哪裡，是否會有表演的性質呢？」可 知作者認為：網路直播多少帶有表演性質。故答案 選(B)。
A1110,T1110,本文旨在說明名實不副，僥倖騙得了一時，終將原形畢露。 (A)靠著精湛演技成為影帝，未有名實不副的情況。 (B)文中並未探討不勞而獲之財容易被揮霍。 (C)「作弊手段考上名校」屬於「外似而中實不然者」，而「適 應不良而中輟學業」正好呼應「情現實吐，無不立敗」。 故答案選(C)。 (D)文中未探討夢想與現實之間的問題。 出 處：呂祖謙《東萊左氏博議•楚文無畏戮宋公僕》 語 譯：美名是不可以僥倖獲取的。天下的事情，本來就有外 表相似但實際上卻不是如此的。由於外表相似而僥倖 地竊取美名，這樣雖然可以欺騙一時，然而有一天人 們根據他的外表相似而來要求他做出真實的表現 時，那麼就會原形畢露，沒有不立刻敗露真相的。
A1111,T1111,"A)後背的內容物重量為 3.5 公斤，低於體重的 10%，且最重
物在中間。故答案選(A)。
(B)側背的內容物重量為 3.5 公斤，高於體重的 5%，不符合健康的背法。
(C)後背的內容物重量為 8 公斤，高於體重的 10%，不符合健
康的背法。
(D)最重物未在中間，不符合健康的背法。"
A1112,T1112,(A)ㄧㄝˋ╱ㄧㄢˋ。 (B)ㄎㄥ╱ㄏㄤˊ。 (C)ㄔㄢˊ╱ㄕㄢˋ。 (D)ㄙㄚ。故答案選(D)。
A1113,T1113,(A)從「改為西餐般一人一份、一道道依序送上」可知中式為 多道並陳，西式為依序送上。而作者認為中菜若分開上菜 則熱度鑊氣全消。 (B)從「中菜向來比西菜更講究沸熱燙口」可知中菜比西菜更 講究菜餚的熱度。 (C)文中未提及西餐上菜速度與料理費時又費工。故答案選 (C)。 (D)從「讓同冶一爐、渾然一體之味傷損逸散」可知西式食法 盡失中菜大鍋烹煮整肉的風味。
A1114,T1114,"題幹「矯思以為矢」的「矯」字與(A)選項都解釋為「改變、 糾正」，故答案選(A)。 (A)改變、糾正。矯世勵俗：糾正頹廢世風，激勵良善風俗。
(B)靈活敏捷。矯若遊龍：形容筆勢、舞姿等靈活似遊龍的姿態。
(C)靈活敏捷。
(D)詐稱、假託。
出 處：揚雄《法言•修身》
語 譯：修身好比是弓，矯正思想好比是箭，把義當作射箭
的目標，瞄準後射出，一定能命中（這樣的言行舉
止就能合乎義）。"
A1115,T1115,(A)「車水馬龍」形容車馬絡繹不絕，繁華熱鬧的景象。此處 不可用來形容郵輪之巨大。 (B)「別開生面」原指重新描繪舊畫像，而使原已褪色的面貌 變得鮮明、生動。後比喻開創新的風格、形式。此處不可 用來形容害羞的狀態。 (C)「因噎廢食」比喻為了某種小問題怕再出錯，而把要緊的 事擱下不做。此處不可用來形容認真讀書的狀態。 (D)「吉光片羽」指神獸的一毛。比喻殘餘僅見的文章或書畫 等藝術珍品。吉光，古代傳說中的神獸，故答案選(D)。
A1116,T1116,從「稗官詞」、「小鼓兒」、「寸板兒」、「快舌」 與「響喉嚨」等線索，可知唱詞中「俺」的職業為 「說書人」，故答案選(A)。 出 處：孔尚任《桃花扇•投轅》 語 譯：我讀了一些小說野史，用以寄託牢騷，對著江山喝 一斗美酒。小鼓捶兒輕輕敲，小竹板兒頻頻搖。一 字字道出臣忠子孝，一聲聲都是豪放、嘹亮之聲。 舌尖快如鋼刀出鞘，喉嚨響如轟雷烈炮。呀！似這 樣的冷嘲、熱諷，用不著用筆抄、用墨描。奉勸英 雄快把這一盤錯帳勾銷了。
A1117,T1117,(B)「堅持」與「妥協」語意矛盾，應改為「堅持到底」。 (C)「死不賴帳」為「堅持不賴帳」之意，此處宜改為「死不認帳（錯）」。 (D)「對抗意志力」指無法堅持意志，此處宜改為「堅持意志力」。
A1118,T1118,(A)從「熬前挹水必限以數」可知熬粥必須要加足適量的水。 故答案選(A)。 (B)文中未提及熬煮過程要適度添加米飯。 (C)文中未提及可加酒提味，而是指熬粥的情況如同釀酒。 (D)熬煮過程若加入水，則粥會變味，如同釀酒時產生糟粕。 出 處：李漁《閑情偶寄•飯粥》 語 譯：粥已煮熟，水和米交融在一起，就像米釀成酒了。 要是擔心粥太稠就加進一些水，像是把水加進酒 裡，加了水的酒就成了糟粕，那味道還可以品嘗 嗎？因此熬前舀水的時候一定要限量，使它一勺不 能增加，一滴不可減少。
A1119,T1119,(A)憂╱優。養尊處優：自處尊貴，生活優裕。 (B)斑。斑駁陸離：形容色彩雜亂不一。故答案選(B)。 (C)矛╱茅。 (D)慢╱漫。
A1120,T1120,"(A)就體裁而言，這是一首七言絕句，並非七言律詩。 (B)就形式而言，本詩並無「對仗工整、句句押韻」，本詩押平聲微韻，韻腳有衣、飛、歸。
(C)由「試羅衣」可知江南春暖，「雪尚飛」可知燕山春寒料
峭，對比出兩地氣候差異甚大，故答案選(C)。
(D)以思婦的口吻寫出對丈夫羈旅在外，卻無返鄉之意，隱含
哀怨之情。
出 處：周在〈閨怨〉
語 譯：住在江南的妻子二月已拿出絲質的春裝準備換上，
而北方燕山到暮春還常飛雪。大概是子規（杜鵑）的
啼聲傳不到燕山，所以故鄉雖好，丈夫卻無回家之意。"
A1121,T1121,試題解析： (A)悶，從心門聲，形聲字。 (B)弦，從弓玄聲，形聲字。但根據學者谷衍奎認為此字應為 「會意兼形聲」。 (C)燈，從火登聲，形聲字。 (D)刪，從刀從冊，會意字。故答案選(D)。
A1122,T1122,學者如取水，端看自己拿什麼容量的容器裝水，因 此善學者「不自隘其器」；教者如分火，就算「終 日分而未嘗虧其體」，因此善教者「不自吝其光」。 故答案選(A)。 出 處：莊元臣《莊忠甫雜著•叔苴子內篇》 語 譯：學習的人好像取水，取了一整天的水也不會超過容 器的容量，所以拿葫蘆瓢取水的人，以葫蘆瓢為 限，拿瓦盆取水的人，以瓦盆為限；教導別人的人 如同分燈火，整天分火也從來沒有減弱自身，所以 分散出十個燈仍然明亮自若，分散出一千個燈仍然 明亮自若。因此善於學習的人不應局限自己的器 量，善於教人的人不會吝惜自己的光亮。
A1123,T1123,由莊子跟二位楚國大夫的對話得知，莊子不願當死 後被珍藏於宗廟的神龜，寧願活著逍遙地拖著尾巴 在汙泥中爬行。可見莊子寧願過著貧賤的隱逸生活 而得以逍遙遠害，不願顯身揚名於廟堂之上而毀身 滅性。故答案選(B)。 出 處：《莊子•外篇•秋水》 語 譯：莊子在濮水上釣魚，楚王派遣兩位大夫前來拜訪， 說：「（楚王）希望把楚國政務託付給先生。」莊 子手持釣竿並未理會，回答說：「我聽說楚國有一 隻神龜，已經死了三千年了，楚王把牠的甲骨用錦 緞包好，放在竹箱裡，然後珍藏在宗廟的大堂上。 這隻神龜，願意死去留下骨骸讓人尊崇呢？還是寧 願拖著尾巴活在汙泥裡呢？」兩位大夫說：「當然 願意拖著尾巴活在汙泥裡。」莊子說：「那麼你們 回去吧！我寧願拖著尾巴活在汙泥裡。」
A1124,T1124,"(A)作者先提出世俗的看法：「世人之事君者，皆以孫叔敖之 遇楚莊王為幸」，世人都以為孫叔敖獲得楚莊王賞識重用 是幸運之事。但作者以不同的論點反駁：「孫叔敖日夜不 息，不得顧及養生之事，故使莊王功績著乎竹帛，傳乎後 世。」楚莊王將所有治國憂勞之事全權交給孫叔敖負責後， 自己過著逍遙歡樂的日子，孫叔敖卻因此憂勞成疾。由此 可見孫叔敖被楚莊王重用之事，從有道者的觀點而論實為 不幸之事。故答案選(A)，亦可知選項(D)錯誤。 (B)文中僅從正反兩面論述，並未另舉他例說明。 (C)文中先敘述世人觀點，再提出作者個人評論，然後分別敘 述楚莊王以及孫叔敖事蹟作為說明。 出 處：《呂氏春秋•仲春紀•情慾》 語 譯：世上侍奉君主的人，都把孫叔敖受到楚莊王的賞識 看作是幸運的事。但是由有道之人來評論卻不是這 樣，他們認為這是楚國的幸運。楚莊王喜好四處遊 玩打獵，跑馬射箭，對於尋歡作樂都不遺餘力，而把治國的辛苦和作諸侯之憂勞都推給了孫叔敖。孫
叔敖日夜操勞不止，無法顧及養生之事，正因為如
此，才使楚莊王的功績載於史冊，流傳於後代。"
A1125,T1125,(A)位居 107 年國人死因第 10 順位的慢性肝病與 97 年相較「順 位下降」。可推知慢性肝病為當時（97 年）國人十大死因 之一。 (B)位居 107 年國人死因第 4 順位的腦血管疾病與 97 年相較 「順位下降」，但「癌症與心臟疾病依舊高居死因前兩位」。 可推知腦血管疾病為當時（97 年）國人第三大死因。 (C)位居 107 年國人死因第 11 順位的蓄意自我傷害與 97 年相 較「順位下降」。可推知蓄意自我傷害為當時（97 年）國 人十大死因之一。 (D)位居 107 年國人十大死因的肺炎、高血壓性疾病、腎臟疾 病與 97 年相較「順位上升」。但無法從甲乙兩項資料推論 肺炎、高血壓性疾病、腎臟疾病是否為當時（97 年）國人 十大死因。故答案選(D)。
A1126,T1126,(A)根據維修流程：「洽詢診所服務臺」→「填寫家電維修 單」……→「完修電話通知領回」→「攜帶取貨聯單領回」 的流程，可見綠能家電診所沒有提供「電話預約時間，專 人到府收件」等服務。 (B)由「每件酌收 50 元工本費」、維修流程中「檢修如需【特 殊材料費另報價】」，可知維修收費標準並非依據家電大 小收費。 (C)由「維修項目」說明可知：只要維修合於規定的家電，都 需繳交 50 元工本費，故答案選(C)。 (D)本文未提及「領件時若未攜帶取貨聯單，可以用維修單代替」。
A1127,T1127,(A)咖啡機不在維修項目之內。 (B)綠能家電診所週三休診，故小顏無法送修飲水機。 (C)小燕說法完全符合海報說明。故答案選(C)。 (D)繳交 50 元是工本費，而非特殊材料費。
A1128,T1128,由「這是一個叢林！那些需要特殊照顧與環境才能生存的稀有 動物，比如說大象、孔雀，在這裡是無法生存的！我們需要的 是蟑螂、是老鼠！」可知「蟑螂」象徵那些適應力極強的人。 故答案選(D)。
A1129,T1129,由「剩下我獨自揣摩下次該變成哪種樣子」、「我又慌張了， 這次，我應該把自己摺成什麼呢？」可知作者「為了他人而改 變自己，最後卻迷失自我」。故答案選(B)。
A1130,T1130,"由「經過這長久下來的警戒之後，好像每個人的心腸都變硬 了」、「聽到痛苦呻吟聲都能置若罔聞」可知人們因長時間的 緊繃而變得冷酷麻木，故答案選(B)。 (A)描寫暑熱正侵襲著市民，而非政府高度監控。(C)描寫民眾因猜疑恐懼導致謠言四起。
(D)居民的恐懼猜疑不是因巡邏隊所引起，是基於瘟疫及暑熱
的影響而產生。"
A1131,T1131,由「政府也確實擔心發生最壞情況，而認真考慮了萬一這群被 困在疫病當中的民眾發生暴動，應該採取哪些措施」、「再次 重申出城的禁令」可知答案選(D)。
A1132,T1132,文中提及「白色電動車的駕駛穿著白色制服，臉上表情肅穆， 不禁令人懷疑這些駕駛是否為科幻片中的複製人或機械人」， 在強調這些駕駛的表情有如機械人般嚴肅，而非說明他們都是 機械人。故答案選(C)。 (A)由「電動車安靜地運作，不會干擾到青山綠水間的蟲鳴鳥 叫」可推測美術館座落於山間。 (B)由「不過我們不得不佩服美秀美術館的周到服務……然後 乾乾淨淨，一塵不染地離去」可知。 (D)由「載客的白色電動車安靜地穿梭接待中心與美術館間」 可知兩地之間有一段距離。
A1133,T1133,由「白色電動車象徵著美秀美術館對於美學近乎潔癖的要 求……永遠呈現出一種寧靜的氛圍」可知答案選(B)。 (A)文中未提及工作人員的親切微笑。 (C)文末提到美術館人員會在雨天送來赭紅色的雨傘，以維護 統一美感，而未提及所有物件一律為白色。 (D)文中未提到觀眾可否貼近展品進行欣賞。
A1134,T1134,由「一首雋永的古詩，印在紙本書上，和呈現在電子書上，會 有截然不同的氣場，我們閱讀的感受也截然不同」可知答案選 (C)。 (A)作者認為人類都需要這兩種閱讀媒介。 (B)文中運用晝夜對照，呈現這兩種閱讀媒介的不同。 (D)文中未提及城鄉數位落差的問題。
A1135,T1135,由「網路閱讀的特質，可喻為白晝；紙本閱讀的特質，可喻為 黑夜」、「人類從來都是需要代表黑夜和白晝的閱讀並存」可 知答案選(D)。 (A)文中未提及數位資訊不如紙本。 (B)作者以「人類有電燈後，雖然可以延長白晝，但還是需要 黑夜」來強調紙本閱讀的不可或缺。 (C)文中僅以表格分析兩者的不同，而非強調紙本閱讀的無限 發展可能。
A1136,T1136,由「有個洞穴中有一群人，他們的身子被鍊著……只能面向洞 穴的內壁」可知圖中內壁前的甲處應為這群「被鍊著的人」， 再由「洞穴裡唯一的光源是一堆營火」、「有一道遮蔽物擋在 這群人與營火之間，遮蔽物後有人高舉雕像來來往往」可推知 「營火」應在最靠近外側地面的丙處，擋在這群人與營火之間 的「舉雕像的人」就在甲、丙之間的乙處。故答案選(B)。
A1137,T1137,由「當這個人再回到洞內，試著告訴其他人外界的真相，其他 人卻很可能無法理解並認為這個人是瘋狂的」、「甚至可能將 這個人殺死」可知這個得知真相的人是孤獨的先知，故答案選 (B)。
A1138,T1138,由「當這個人再回到洞內，試著告訴其他人外界的真相，其他 人卻很可能無法理解」、「他們依然只願相信內壁上的影子才 是真實」可知答案選(A)。
A1139,T1139,由「鄧通得賜蜀銅山，聽得鑄錢，形制文字重量，皆與天子四 銖錢同」、「時吳王亦有銅山鑄錢，故有吳錢，微重，形制文 字，與天子錢不異」可知鄧錢與四銖錢重量一樣，吳錢比四銖 錢略重，故答案選(D)。
A1140,T1140,由「乃更鑄四銖錢，上鑄『半兩』字樣」、「鄧通得賜蜀銅山，…… 形制文字重量，皆與天子四銖錢同」、「時吳王亦有銅山鑄 錢，……形制文字，與天子錢不異」可知四銖錢上有「半兩」 字樣，而形制「文字」與其相同的鄧錢、吳錢，錢上也應有「半 兩」字樣，故答案選(B)。 (A)當時因莢錢過多而改鑄四銖錢，民間也能自鑄錢，導致鄧 通、吳王的銅錢流布天下。另外，鄧通、吳王自鑄的非莢 錢。 (C)下令禁止私鑄銅錢的原因主要是「吳、鄧氏錢布天下」。 另外，有叛逆謀反作為的人是吳王而非鄧通。 (D)文中未提及鄧通得賜銅山的原因。
A1141,T1141,試題解析： 由「敏中躍出，連呼左右召惎，悉以實告」可知「悉以實告」 的主語為「敏中」，故答案選(C)。 (A)主語為「王起」。 (B)主語為「王起」。 (D)主語為「門人」
A1142,T1142,"由白敏中說：「一第何患不致，奈輕負至交！」再加上白敏中 寧可與賀拔惎相與歡醉，而不惜放棄先前約定的行為來看，可 知白敏中非常重視賀拔惎這個好友，故答案選(D)。 (A)白敏中未向王起推薦賀拔惎。 (B)王起並非為了封口才打算錄取賀拔惎，而是因為白敏中為 友不顧一切的舉動才改變想法。 (C)白敏中的態度並非前倨後恭。 出 處：改寫自王定保《唐摭言》 語 譯：宰相王起主持科舉考試，打算錄取白敏中為狀元， 卻擔憂他與賀拔惎結為好友。賀拔惎雖有文才卻放蕩不羈。於是，王起暗中派遣親信傳達他的意思，
讓白敏中與賀拔惎斷絕往來。王起的親信約見白敏
中，把此事清楚地告訴白敏中，他回答說：「全部
依照您的吩咐。」不久，賀拔惎上門拜訪，白敏中
叫僕人騙說他出門去了。賀拔惎等了一會兒，然後
一聲不吭地走了。這時，白敏中從屋裡奔出，讓僕
人將賀拔惎找回來，並把王起派人來訪的事如實告
訴了賀拔惎。白敏中說：「憑著我的才學，何必擔
心考不上功名呢？為何要屈從別人的意志而辜負
至交朋友！」於是兩人一起盡情喝酒，喝得酩酊大
醉。王起的親信看見了，怒氣沖沖地離開，將這事
回報給王起，並說想要讓他們絕交是做不到的。王
起說：「我原來只想錄取白敏中，現在更應該還要
錄取賀拔惎了。」"